created_at,PM1.0_CF1_ug/m3,PM2.5_CF1_ug/m3,PM10.0_CF1_ug/m3,UptimeMinutes,RSSI_dbm,Temperature_F,Humidity_%,PM2.5_ATM_ug/m3,
2021-12-22 00:00:00 UTC,,,,,,,,
2021-12-23 00:00:00 UTC,,,,,,,,,
2021-12-23 00:00:00 UTC,,,,,,,,
2021-12-24 00:00:00 UTC,,,,,,,,,
2021-12-24 00:00:00 UTC,,,,,,,,
2021-12-25 00:00:00 UTC,,,,,,,,,
2021-12-25 00:00:00 UTC,,,,,,,,
2021-12-26 00:00:00 UTC,,,,,,,,,
2021-12-26 00:00:00 UTC,,,,,,,,
2021-12-27 00:00:00 UTC,,,,,,,,,
2021-12-27 00:00:00 UTC,,,,,,,,
2021-12-28 00:00:00 UTC,,,,,,,,,
2021-12-28 00:00:00 UTC,,,,,,,,
2021-12-29 00:00:00 UTC,,,,,,,,,
2021-12-29 00:00:00 UTC,,,,,,,,
2021-12-30 00:00:00 UTC,,,,,,,,,
2021-12-30 00:00:00 UTC,,,,,,,,
2021-12-31 00:00:00 UTC,,,,,,,,,
2021-12-31 00:00:00 UTC,,,,,,,,
2022-01-01 00:00:00 UTC,,,,,,,,,
2022-01-01 00:00:00 UTC,,,,,,,,
2022-01-02 00:00:00 UTC,,,,,,,,,
2022-01-02 00:00:00 UTC,,,,,,,,
2022-01-03 00:00:00 UTC,,,,,,,,,
2022-01-03 00:00:00 UTC,,,,,,,,
2022-01-04 00:00:00 UTC,,,,,,,,,
2022-01-04 00:00:00 UTC,,,,,,,,
2022-01-05 00:00:00 UTC,,,,,,,,,
2022-01-05 00:00:00 UTC,,,,,,,,
2022-01-06 00:00:00 UTC,,,,,,,,,
2022-01-06 00:00:00 UTC,,,,,,,,
2022-01-07 00:00:00 UTC,,,,,,,,,
2022-01-07 00:00:00 UTC,,,,,,,,
2022-01-08 00:00:00 UTC,,,,,,,,,
2022-01-08 00:00:00 UTC,,,,,,,,
2022-01-09 00:00:00 UTC,,,,,,,,,
2022-01-09 00:00:00 UTC,,,,,,,,
2022-01-10 00:00:00 UTC,,,,,,,,,
2022-01-10 00:00:00 UTC,,,,,,,,
2022-01-11 00:00:00 UTC,,,,,,,,,
2022-01-11 00:00:00 UTC,,,,,,,,
2022-01-12 00:00:00 UTC,,,,,,,,,
2022-01-12 00:00:00 UTC,,,,,,,,
2022-01-13 00:00:00 UTC,,,,,,,,,
2022-01-13 00:00:00 UTC,,,,,,,,
2022-01-14 00:00:00 UTC,,,,,,,,,
2022-01-14 00:00:00 UTC,,,,,,,,
2022-01-15 00:00:00 UTC,,,,,,,,,
2022-01-15 00:00:00 UTC,,,,,,,,
2022-01-16 00:00:00 UTC,,,,,,,,,
2022-01-16 00:00:00 UTC,,,,,,,,
2022-01-17 00:00:00 UTC,,,,,,,,,
2022-01-17 00:00:00 UTC,,,,,,,,
2022-01-18 00:00:00 UTC,,,,,,,,,
2022-01-18 00:00:00 UTC,,,,,,,,
2022-01-19 00:00:00 UTC,,,,,,,,,
2022-01-19 00:00:00 UTC,,,,,,,,
2022-01-20 00:00:00 UTC,,,,,,,,,
2022-01-20 00:00:00 UTC,,,,,,,,
2022-01-21 00:00:00 UTC,,,,,,,,,
2022-01-21 00:00:00 UTC,,,,,,,,
2022-01-22 00:00:00 UTC,,,,,,,,,
2022-01-22 00:00:00 UTC,,,,,,,,
2022-01-23 00:00:00 UTC,,,,,,,,,
2022-01-23 00:00:00 UTC,,,,,,,,
2022-01-24 00:00:00 UTC,,,,,,,,,
2022-01-24 00:00:00 UTC,,,,,,,,
2022-01-25 00:00:00 UTC,,,,,,,,,
2022-01-25 00:00:00 UTC,,,,,,,,
2022-01-26 00:00:00 UTC,,,,,,,,,
2022-01-26 00:00:00 UTC,,,,,,,,
2022-01-27 00:00:00 UTC,,,,,,,,,
2022-01-27 00:00:00 UTC,,,,,,,,
2022-01-28 00:00:00 UTC,,,,,,,,,
2022-01-28 00:00:00 UTC,,,,,,,,
2022-01-29 00:00:00 UTC,,,,,,,,,
2022-01-29 00:00:00 UTC,,,,,,,,
2022-01-30 00:00:00 UTC,,,,,,,,,
2022-01-30 00:00:00 UTC,,,,,,,,
2022-01-31 00:00:00 UTC,,,,,,,,,
2022-01-31 00:00:00 UTC,,,,,,,,
2022-02-01 00:00:00 UTC,,,,,,,,,
2022-02-01 00:00:00 UTC,,,,,,,,
2022-02-02 00:00:00 UTC,,,,,,,,,
2022-02-02 00:00:00 UTC,,,,,,,,
2022-02-03 00:00:00 UTC,,,,,,,,,
2022-02-03 00:00:00 UTC,,,,,,,,
2022-02-04 00:00:00 UTC,,,,,,,,,
2022-02-04 00:00:00 UTC,,,,,,,,
2022-02-05 00:00:00 UTC,,,,,,,,,
2022-02-05 00:00:00 UTC,,,,,,,,
2022-02-06 00:00:00 UTC,,,,,,,,,
2022-02-06 00:00:00 UTC,,,,,,,,
2022-02-07 00:00:00 UTC,,,,,,,,,
2022-02-07 00:00:00 UTC,,,,,,,,
2022-02-08 00:00:00 UTC,,,,,,,,,
2022-02-08 00:00:00 UTC,,,,,,,,
2022-02-09 00:00:00 UTC,,,,,,,,,
2022-02-09 00:00:00 UTC,,,,,,,,
2022-02-10 00:00:00 UTC,,,,,,,,,
2022-02-10 00:00:00 UTC,,,,,,,,
2022-02-11 00:00:00 UTC,,,,,,,,,
2022-02-11 00:00:00 UTC,,,,,,,,
2022-02-12 00:00:00 UTC,,,,,,,,,
2022-02-12 00:00:00 UTC,,,,,,,,
2022-02-13 00:00:00 UTC,,,,,,,,,
2022-02-13 00:00:00 UTC,,,,,,,,
2022-02-14 00:00:00 UTC,,,,,,,,,
2022-02-14 00:00:00 UTC,,,,,,,,
2022-02-15 00:00:00 UTC,,,,,,,,,
2022-02-15 00:00:00 UTC,,,,,,,,
2022-02-16 00:00:00 UTC,,,,,,,,,
2022-02-16 00:00:00 UTC,,,,,,,,
2022-02-17 00:00:00 UTC,,,,,,,,,
2022-02-17 00:00:00 UTC,,,,,,,,
2022-02-18 00:00:00 UTC,,,,,,,,,
2022-02-18 00:00:00 UTC,,,,,,,,
2022-02-19 00:00:00 UTC,,,,,,,,,
2022-02-19 00:00:00 UTC,,,,,,,,
2022-02-20 00:00:00 UTC,,,,,,,,,
2022-02-20 00:00:00 UTC,,,,,,,,
2022-02-21 00:00:00 UTC,,,,,,,,,
2022-02-21 00:00:00 UTC,,,,,,,,
2022-02-22 00:00:00 UTC,,,,,,,,,
2022-02-22 00:00:00 UTC,,,,,,,,
2022-02-23 00:00:00 UTC,,,,,,,,,
2022-02-23 00:00:00 UTC,,,,,,,,
2022-02-24 00:00:00 UTC,,,,,,,,,
2022-02-24 00:00:00 UTC,,,,,,,,
2022-02-25 00:00:00 UTC,,,,,,,,,
2022-02-25 00:00:00 UTC,,,,,,,,
2022-02-26 00:00:00 UTC,,,,,,,,,
2022-02-26 00:00:00 UTC,,,,,,,,
2022-02-27 00:00:00 UTC,,,,,,,,,
2022-02-27 00:00:00 UTC,,,,,,,,
2022-02-28 00:00:00 UTC,,,,,,,,,
2022-02-28 00:00:00 UTC,,,,,,,,
2022-03-01 00:00:00 UTC,,,,,,,,,
2022-03-01 00:00:00 UTC,,,,,,,,
2022-03-02 00:00:00 UTC,,,,,,,,,
2022-03-02 00:00:00 UTC,,,,,,,,
2022-03-03 00:00:00 UTC,,,,,,,,,
2022-03-03 00:00:00 UTC,,,,,,,,
2022-03-04 00:00:00 UTC,,,,,,,,,
2022-03-04 00:00:00 UTC,,,,,,,,
2022-03-05 00:00:00 UTC,,,,,,,,,
2022-03-05 00:00:00 UTC,,,,,,,,
2022-03-06 00:00:00 UTC,,,,,,,,,
2022-03-06 00:00:00 UTC,,,,,,,,
2022-03-07 00:00:00 UTC,,,,,,,,,
2022-03-07 00:00:00 UTC,,,,,,,,
2022-03-08 00:00:00 UTC,,,,,,,,,
2022-03-08 00:00:00 UTC,,,,,,,,
2022-03-09 00:00:00 UTC,,,,,,,,,
2022-03-09 00:00:00 UTC,,,,,,,,
2022-03-10 00:00:00 UTC,,,,,,,,,
2022-03-10 00:00:00 UTC,,,,,,,,
2022-03-11 00:00:00 UTC,,,,,,,,,
2022-03-11 00:00:00 UTC,,,,,,,,
2022-03-12 00:00:00 UTC,,,,,,,,,
2022-03-12 00:00:00 UTC,,,,,,,,
2022-03-13 00:00:00 UTC,,,,,,,,,
2022-03-14 00:00:00 UTC,,,,,,,,,
2022-03-15 00:00:00 UTC,,,,,,,,,
2022-03-16 00:00:00 UTC,,,,,,,,,
2022-03-17 00:00:00 UTC,,,,,,,,,
2022-03-18 00:00:00 UTC,,,,,,,,,
2022-03-19 00:00:00 UTC,,,,,,,,,
2022-03-20 00:00:00 UTC,,,,,,,,,
2022-03-21 00:00:00 UTC,,,,,,,,,
2022-03-22 00:00:00 UTC,,,,,,,,,
2022-03-23 00:00:00 UTC,,,,,,,,,
2022-03-24 00:00:00 UTC,,,,,,,,,
2022-03-25 00:00:00 UTC,,,,,,,,,
2022-03-26 00:00:00 UTC,,,,,,,,,
2022-03-27 00:00:00 UTC,,,,,,,,,
2022-03-28 00:00:00 UTC,,,,,,,,,
2022-03-29 00:00:00 UTC,,,,,,,,,
2022-03-30 00:00:00 UTC,,,,,,,,,
2022-03-31 00:00:00 UTC,,,,,,,,,
2022-04-01 00:00:00 UTC,,,,,,,,,
2022-04-02 00:00:00 UTC,,,,,,,,,
2022-04-03 00:00:00 UTC,,,,,,,,,
2022-04-04 00:00:00 UTC,,,,,,,,,
2022-04-05 00:00:00 UTC,,,,,,,,,
2022-04-06 00:00:00 UTC,,,,,,,,,
2022-04-07 00:00:00 UTC,,,,,,,,,
2022-04-08 00:00:00 UTC,,,,,,,,,
2022-04-09 00:00:00 UTC,,,,,,,,,
2022-04-10 00:00:00 UTC,,,,,,,,,
2022-04-11 00:00:00 UTC,,,,,,,,,
2022-04-12 00:00:00 UTC,,,,,,,,,
2022-04-13 00:00:00 UTC,,,,,,,,,
2022-04-14 00:00:00 UTC,,,,,,,,,
2022-04-15 00:00:00 UTC,,,,,,,,,
2022-04-16 00:00:00 UTC,,,,,,,,,
2022-04-17 00:00:00 UTC,,,,,,,,,
2022-04-18 00:00:00 UTC,,,,,,,,,
2022-04-19 00:00:00 UTC,,,,,,,,,
2022-04-20 00:00:00 UTC,,,,,,,,,
2022-04-21 00:00:00 UTC,,,,,,,,,
2022-04-22 00:00:00 UTC,,,,,,,,,
2022-04-23 00:00:00 UTC,,,,,,,,,
2022-04-24 00:00:00 UTC,,,,,,,,,
2022-04-25 00:00:00 UTC,,,,,,,,,
2022-04-26 00:00:00 UTC,,,,,,,,,
2022-04-27 00:00:00 UTC,,,,,,,,,
2022-04-28 00:00:00 UTC,,,,,,,,,
2022-04-29 00:00:00 UTC,,,,,,,,,
2022-04-30 00:00:00 UTC,,,,,,,,,
2022-05-01 00:00:00 UTC,,,,,,,,,
2022-05-02 00:00:00 UTC,,,,,,,,,
2022-05-03 00:00:00 UTC,,,,,,,,,
2022-05-04 00:00:00 UTC,,,,,,,,,
2022-05-05 00:00:00 UTC,,,,,,,,,
2022-05-06 00:00:00 UTC,,,,,,,,,
2022-05-07 00:00:00 UTC,,,,,,,,,
2022-05-08 00:00:00 UTC,,,,,,,,,
2022-05-09 00:00:00 UTC,,,,,,,,,
2022-05-10 00:00:00 UTC,,,,,,,,,
2022-05-11 00:00:00 UTC,,,,,,,,,
2022-05-12 00:00:00 UTC,,,,,,,,,
2022-05-13 00:00:00 UTC,,,,,,,,,
2022-05-14 00:00:00 UTC,,,,,,,,,
2022-05-15 00:00:00 UTC,,,,,,,,,
2022-05-16 00:00:00 UTC,,,,,,,,,
2022-05-17 00:00:00 UTC,,,,,,,,,
2022-05-18 00:00:00 UTC,,,,,,,,,
2022-05-19 00:00:00 UTC,,,,,,,,,
2022-05-20 00:00:00 UTC,,,,,,,,,
2022-05-21 00:00:00 UTC,,,,,,,,,
2022-05-22 00:00:00 UTC,,,,,,,,,
2022-05-23 00:00:00 UTC,,,,,,,,,
2022-05-24 00:00:00 UTC,,,,,,,,,
2022-05-25 00:00:00 UTC,,,,,,,,,
2022-05-26 00:00:00 UTC,,,,,,,,,
2022-05-27 00:00:00 UTC,,,,,,,,,
2022-05-28 00:00:00 UTC,,,,,,,,,
2022-05-29 00:00:00 UTC,,,,,,,,,
2022-05-30 00:00:00 UTC,,,,,,,,,
2022-05-31 00:00:00 UTC,,,,,,,,,
2022-06-01 00:00:00 UTC,,,,,,,,,
2022-06-02 00:00:00 UTC,,,,,,,,,
2022-06-03 00:00:00 UTC,,,,,,,,,
2022-06-04 00:00:00 UTC,,,,,,,,,
2022-06-05 00:00:00 UTC,,,,,,,,,
2022-06-06 00:00:00 UTC,,,,,,,,,
2022-06-07 00:00:00 UTC,,,,,,,,,
2022-06-08 00:00:00 UTC,,,,,,,,,
2022-06-09 00:00:00 UTC,,,,,,,,,
2022-06-10 00:00:00 UTC,,,,,,,,,
2022-06-11 00:00:00 UTC,,,,,,,,,
2022-06-12 00:00:00 UTC,,,,,,,,,
2022-06-13 00:00:00 UTC,,,,,,,,,
2022-06-14 00:00:00 UTC,,,,,,,,,
2022-06-15 00:00:00 UTC,,,,,,,,,
2022-06-16 00:00:00 UTC,,,,,,,,,
2022-06-17 00:00:00 UTC,,,,,,,,,
2022-06-18 00:00:00 UTC,,,,,,,,,
2022-06-19 00:00:00 UTC,,,,,,,,,
2022-06-20 00:00:00 UTC,,,,,,,,,
2022-06-21 00:00:00 UTC,,,,,,,,,
2022-06-22 00:00:00 UTC,,,,,,,,,
2022-06-23 00:00:00 UTC,,,,,,,,,
2022-06-24 00:00:00 UTC,,,,,,,,,
2022-06-25 00:00:00 UTC,,,,,,,,,
2022-06-26 00:00:00 UTC,,,,,,,,,
2022-06-27 00:00:00 UTC,,,,,,,,,
2022-06-28 00:00:00 UTC,,,,,,,,,
2022-06-29 00:00:00 UTC,,,,,,,,,
2022-06-30 00:00:00 UTC,,,,,,,,,
2022-07-01 00:00:00 UTC,,,,,,,,,
2022-07-02 00:00:00 UTC,,,,,,,,,
2022-07-03 00:00:00 UTC,,,,,,,,,
2022-07-04 00:00:00 UTC,,,,,,,,,
2022-07-05 00:00:00 UTC,,,,,,,,,
2022-07-06 00:00:00 UTC,,,,,,,,,
2022-07-07 00:00:00 UTC,,,,,,,,,
2022-07-08 00:00:00 UTC,,,,,,,,,
2022-07-09 00:00:00 UTC,,,,,,,,,
2022-07-10 00:00:00 UTC,,,,,,,,,
2022-07-11 00:00:00 UTC,,,,,,,,,
2022-07-12 00:00:00 UTC,,,,,,,,,
2022-07-13 00:00:00 UTC,,,,,,,,,
2022-07-14 00:00:00 UTC,,,,,,,,,
2022-07-15 00:00:00 UTC,,,,,,,,,
2022-07-16 00:00:00 UTC,,,,,,,,,
2022-07-17 00:00:00 UTC,,,,,,,,,
2022-07-18 00:00:00 UTC,,,,,,,,,
2022-07-19 00:00:00 UTC,,,,,,,,,
2022-07-20 00:00:00 UTC,,,,,,,,,
2022-07-21 00:00:00 UTC,,,,,,,,,
2022-07-22 00:00:00 UTC,,,,,,,,,
2022-07-23 00:00:00 UTC,,,,,,,,,
2022-07-24 00:00:00 UTC,,,,,,,,,
2022-07-25 00:00:00 UTC,,,,,,,,,
2022-07-26 00:00:00 UTC,,,,,,,,,
2022-07-27 00:00:00 UTC,,,,,,,,,
2022-07-28 00:00:00 UTC,,,,,,,,,
2022-07-29 00:00:00 UTC,,,,,,,,,
2022-07-30 00:00:00 UTC,,,,,,,,,
2022-07-31 00:00:00 UTC,,,,,,,,,
2022-08-01 00:00:00 UTC,,,,,,,,,
2022-08-02 00:00:00 UTC,,,,,,,,,
2022-08-03 00:00:00 UTC,,,,,,,,,
2022-08-04 00:00:00 UTC,,,,,,,,,
2022-08-05 00:00:00 UTC,,,,,,,,,
2022-08-06 00:00:00 UTC,,,,,,,,,
2022-08-07 00:00:00 UTC,,,,,,,,,
2022-08-08 00:00:00 UTC,,,,,,,,,
2022-08-09 00:00:00 UTC,,,,,,,,,
2022-08-10 00:00:00 UTC,,,,,,,,,
2022-08-11 00:00:00 UTC,,,,,,,,,
2022-08-12 00:00:00 UTC,,,,,,,,,
2022-08-13 00:00:00 UTC,,,,,,,,,
2022-08-14 00:00:00 UTC,,,,,,,,,
2022-08-15 00:00:00 UTC,,,,,,,,,
2022-08-16 00:00:00 UTC,,,,,,,,,
2022-08-17 00:00:00 UTC,,,,,,,,,
2022-08-18 00:00:00 UTC,,,,,,,,,
2022-08-19 00:00:00 UTC,,,,,,,,,
2022-08-20 00:00:00 UTC,,,,,,,,,
2022-08-21 00:00:00 UTC,,,,,,,,,
2022-08-22 00:00:00 UTC,,,,,,,,,
2022-08-23 00:00:00 UTC,,,,,,,,,
2022-08-24 00:00:00 UTC,,,,,,,,,
2022-08-25 00:00:00 UTC,,,,,,,,,
2022-08-26 00:00:00 UTC,,,,,,,,,
2022-08-27 00:00:00 UTC,,,,,,,,,
2022-08-28 00:00:00 UTC,,,,,,,,,
2022-08-29 00:00:00 UTC,,,,,,,,,
2022-08-30 00:00:00 UTC,,,,,,,,,
2022-08-31 00:00:00 UTC,,,,,,,,,
2022-09-01 00:00:00 UTC,0.13,0.83,1.00,159.62,-71.80,96.62,24.47,0.83,
2022-09-02 00:00:00 UTC,0.99,1.84,1.92,1039.00,-71.48,87.57,44.68,1.84,
2022-09-03 00:00:00 UTC,1.02,2.31,2.49,2479.16,-71.55,83.30,51.34,2.31,
2022-09-04 00:00:00 UTC,5.39,9.16,9.58,3919.00,-71.15,78.91,55.05,9.13,
2022-09-05 00:00:00 UTC,9.31,16.86,17.47,5358.95,-70.28,77.03,59.30,16.74,
2022-09-06 00:00:00 UTC,7.24,14.16,14.67,1907.22,-69.75,80.95,53.24,14.10,
2022-09-07 00:00:00 UTC,5.36,9.57,9.99,1815.79,-69.89,82.68,47.37,9.57,
2022-09-08 00:00:00 UTC,3.68,6.49,6.75,3254.43,-69.98,83.32,42.52,6.46,
2022-09-09 00:00:00 UTC,4.19,6.95,7.15,4695.00,-69.56,84.44,40.54,6.95,
2022-09-10 00:00:00 UTC,8.00,13.61,14.15,6135.00,-69.73,75.80,53.29,13.61,
2022-09-11 00:00:00 UTC,2.21,4.28,4.48,7575.60,-69.10,69.20,54.73,4.28,
2022-09-12 00:00:00 UTC,1.13,2.65,2.85,9015.88,-69.15,74.56,37.53,2.65,
2022-09-13 00:00:00 UTC,4.25,7.20,7.55,10455.06,-68.77,81.02,37.29,7.20,
2022-09-14 00:00:00 UTC,3.39,5.70,5.88,11895.18,-68.61,84.22,33.60,5.70,
2022-09-15 00:00:00 UTC,5.92,10.45,10.94,13335.91,-68.39,81.46,37.42,10.45,
2022-09-16 00:00:00 UTC,12.70,19.88,20.52,14775.00,-67.99,79.53,44.90,19.85,
2022-09-17 00:00:00 UTC,10.42,16.89,17.35,16215.00,-68.40,83.86,42.60,16.89,
2022-09-18 00:00:00 UTC,3.38,5.58,5.74,17655.00,-68.97,88.59,42.72,5.58,
2022-09-19 00:00:00 UTC,0.07,0.74,0.90,19095.34,-69.97,93.67,34.39,0.74,
2022-09-20 00:00:00 UTC,0.50,1.83,1.97,20534.94,-73.63,93.45,32.13,1.83,
2022-09-21 00:00:00 UTC,1.37,3.26,3.53,21976.37,-69.47,88.18,37.48,3.23,
2022-09-22 00:00:00 UTC,0.17,0.97,1.14,23416.00,-69.49,67.58,49.29,0.97,
2022-09-23 00:00:00 UTC,0.01,0.27,0.35,24855.42,-68.84,66.77,49.47,0.27,
2022-09-24 00:00:00 UTC,3.42,6.29,6.57,26295.91,-69.96,75.07,50.39,6.28,
2022-09-25 00:00:00 UTC,0.96,2.36,2.49,27735.00,-71.60,77.26,33.06,2.35,
2022-09-26 00:00:00 UTC,0.16,0.40,0.47,29175.00,-70.72,70.92,29.44,0.40,
2022-09-27 00:00:00 UTC,2.76,4.72,5.07,30615.70,-70.73,72.12,32.10,4.61,
